hid,wp,age,gender,marital_status,employment,driving_licence,age_discrete,htype,hsize,nbcars,nbcars_agg,role
266031,3.2637713062,53,1,2,1,1,5,220,4,2,2,1
431005,0.863702503,88,1,2,4,1,6,210,2,2,2,1
457402,0.8786237359,19,1,1,1,1,3,220,4,2,2,4
270783,0.7623512342,55,2,4,1,1,5,210,2,1,1,1
267647,0.9946774019,42,2,2,1,1,4,220,3,1,1,1
413395,1.127397619,59,1,2,1,1,5,210,2,0,0,1
328669,0.3885248245,61,2,1,4,1,5,10,1,0,0,1
349642,3.2822524988,18,1,1,1,2,3,220,4,3,3,3
267137,0.6528435321,43,2,1,1,1,4,30,4,2,2,1
241041,0.7527487891,72,1,2,4,2,6,210,2,0,0,2
288523,1.4828955361,7,1,1,5,2,1,230,5,0,0,5
442447,1.8873198753,54,2,4,2,2,5,230,2,0,0,1
260158,4.7166526804,40,1,2,1,1,4,220,3,1,1,2
271425,1.2180849114,75,2,2,4,1,6,210,2,1,1,1
449248,0.4887015423,64,2,4,4,1,5,10,1,1,1,1
263283,1.4914918421,12,2,1,5,2,1,220,3,2,2,3
147019,1.6611079108,33,2,2,1,1,4,10,1,1,1,1
313989,1.7424816565,54,2,4,1,1,5,10,1,0,0,1
137969,0.9625421927,62,1,2,4,1,5,210,2,2,2,1
323425,0.86483481,55,2,1,1,1,5,210,2,2,2,2
120326,0.3891370468,51,2,4,2,1,5,230,3,0,0,1
357234,0.797025334,15,1,1,3,2,2,220,4,1,1,4
441348,2.6855709715,73,2,2,4,2,6,220,3,1,1,2
273523,2.4217290417,42,1,2,1,1,4,220,5,1,1,1
262229,0.7396160847,71,1,2,4,1,6,210,2,1,1,1
147035,3.0349292542,28,1,1,1,1,4,10,1,1,1,1
358817,0.9322493595,48,1,2,1,1,5,220,5,1,1,2
433513,0.379821734,54,2,2,1,1,5,220,3,1,1,2
458654,1.0107406386,32,1,1,1,1,4,210,2,2,2,1
243387,0.9885989248,56,2,2,2,2,5,220,3,0,0,2
456475,1.2613093958,54,2,4,1,1,5,10,1,1,1,1
285042,0.848418465,63,1,2,1,1,5,220,5,1,1,1
427127,1.2909749902,14,2,1,5,2,1,220,5,2,2,3
454309,1.5139554493,66,1,2,4,1,6,210,2,1,1,1
264349,2.7840312944,41,1,1,1,2,4,10,1,0,0,1
420632,0.816238464,69,1,4,4,1,6,210,2,0,0,2
334567,0.7951336244,37,1,2,1,1,4,220,4,2,2,1
240608,3.6641534119,34,1,2,1,1,4,220,3,1,1,1
418656,2.8094038114,29,1,1,1,1,4,10,1,1,1,1
323299,1.6044264793,37,2,2,1,1,4,220,5,1,1,1
459991,2.1283370743,88,2,2,4,2,6,210,2,1,1,1
446858,1.5854037492,46,2,1,1,1,5,30,2,2,2,1
422164,2.0859518373,44,2,2,1,2,5,210,2,2,2,2
112975,0.4883795706,82,1,2,4,1,6,210,2,1,1,1
450469,1.4876540072,55,1,4,1,1,5,210,2,2,2,1
276322,1.6823613229,53,1,2,1,1,5,220,4,2,2,1
119014,2.1515480115,49,1,2,1,1,5,210,2,2,2,1
324296,1.417600755,72,2,1,4,1,6,210,2,2,2,1
278676,0.6881232341,14,1,1,5,2,1,230,4,2,2,3
454379,0.6564574775,61,1,2,1,1,5,210,2,1,1,2
157987,0.8221220276,67,2,3,1,1,6,10,1,1,1,1
416888,1.294471751,7,2,1,5,2,1,230,6,1,1,3
253487,0.7192667056,63,2,2,2,1,5,220,5,4,4,1
120508,1.923175207,23,1,1,1,2,3,30,4,1,1,3
289483,1.2153067098,61,2,4,1,1,5,10,1,1,1,1
442742,1.9004344612,77,2,2,4,1,6,210,2,1,1,2
456264,1.1502297347,15,1,1,3,2,2,220,4,1,1,3
249775,1.0484342558,84,2,2,4,2,6,210,2,1,1,2
428038,2.9594555241,37,1,1,1,1,4,210,2,2,2,2
453598,1.3354668088,48,2,2,1,1,5,210,2,2,2,1
453112,1.5628104114,16,2,1,3,2,2,220,6,2,2,6
310074,2.748175453,51,2,2,2,2,5,220,4,1,1,1
125701,0.6659960418,60,1,4,1,1,5,210,2,1,1,1
416336,1.2039270854,8,2,1,5,2,1,30,6,2,2,4
112893,1.8101533089,31,2,4,1,2,4,10,1,0,0,1
458584,2.6428024549,31,2,1,1,1,4,10,1,0,0,1
354877,0.3050168726,52,1,2,1,1,5,220,5,3,3,1
284399,4.5780181469,29,2,1,1,1,4,30,2,0,0,2
342115,0.8234610028,83,1,2,4,1,6,210,2,2,2,1
337981,0.5648258278,47,2,2,1,1,5,220,4,1,1,2
355625,1.5040221528,43,2,4,1,2,4,10,1,0,0,1
412542,2.6173300729,47,2,1,1,1,5,230,2,1,1,1
275765,4.8759919229,40,2,1,1,2,4,210,2,0,0,1
425274,1.8040937412,57,2,4,1,1,5,10,1,0,0,1
129597,0.7534794743,43,2,2,1,1,4,220,4,2,2,2
135198,1.680791143,26,2,1,1,1,4,210,2,1,1,2
152023,4.9862718319,27,2,1,1,1,4,210,2,2,2,2
240169,1.3511749425,9,1,1,5,2,1,230,2,1,1,2
136507,0.8551881038,81,1,2,4,1,6,210,2,1,1,1
424946,0.8866779749,62,1,2,1,1,5,210,2,2,2,2
429483,3.016884111,46,2,4,1,1,5,10,1,0,0,1
118147,1.8785532677,35,2,2,1,1,4,210,2,2,2,2
445083,3.1772245087,31,2,1,1,1,4,210,2,0,0,1
255136,0.9399931516,43,2,2,2,1,4,30,3,3,3,2
156655,0.8125738108,75,1,2,4,2,6,210,2,0,0,1
274919,1.1901345655,70,1,2,4,1,6,210,2,1,1,1
346846,1.7610743208,29,1,1,1,1,4,30,3,0,0,1
150164,2.3164423955,55,2,2,2,2,5,210,2,1,1,2
439498,1.2276505741,27,2,2,1,1,4,210,2,1,1,1
246584,2.4146456544,87,2,3,4,1,6,10,1,1,1,1
444142,1.417258898,73,2,2,4,1,6,210,2,1,1,2
144434,1.5073415588,23,2,1,1,1,3,230,2,1,1,2
244347,1.2918847387,18,2,1,1,1,3,220,4,1,1,3
257353,1.524587988,49,1,1,1,1,5,10,1,0,0,1
427821,0.9802616526,8,1,1,5,2,1,230,4,1,1,3
356814,5.4863445777,38,2,1,1,1,4,220,3,0,0,1
451109,0.7802279582,43,1,2,1,1,4,220,4,1,1,1
152643,1.2142692924,31,1,2,1,1,4,220,4,2,2,2
274085,2.0956677847,52,2,2,1,1,5,230,2,0,0,1
314611,1.9294472217,58,1,1,2,1,5,10,1,1,1,1
257895,0.4019146727,72,1,3,4,1,6,10,1,2,2,1
345007,0.4228796021,67,2,1,4,1,6,10,1,1,1,1
125149,1.4790921174,47,2,4,1,1,5,230,2,1,1,1
323486,0.51972988,34,1,2,1,1,4,220,5,2,2,2
346607,2.3071001457,12,1,1,5,2,1,220,4,2,2,4
151398,1.3673887074,16,1,1,3,2,2,220,4,2,2,4
337209,2.6136947675,29,1,1,1,1,4,220,3,2,2,2
429266,1.219705826,73,1,2,4,1,6,210,2,2,2,1
144128,1.3080939887,45,2,2,1,1,5,210,2,2,2,1
264912,1.9372638276,66,2,1,4,2,6,10,1,0,0,1
137028,1.9695344391,37,2,2,1,1,4,220,3,1,1,1
243387,0.9885989248,56,2,2,2,2,5,220,3,0,0,2
159846,1.1429243884,18,2,1,3,2,3,220,3,2,2,3
331159,0.7273289423,69,2,4,1,1,6,10,1,1,1,1
266461,2.7483305291,34,1,1,1,1,4,210,2,1,1,2
333695,2.8123288358,43,1,2,1,1,4,220,3,1,1,1
357223,3.4872417417,27,2,1,1,1,4,210,2,3,3,2
240902,1.0255767668,82,2,2,4,1,6,210,2,2,2,2
264609,2.0272178561,71,2,2,4,1,6,230,2,0,0,1
151769,1.9640640611,31,1,2,1,1,4,210,2,2,2,2
245717,1.0897546158,29,2,1,1,1,4,210,2,1,1,1
437627,0.8316100979,67,1,2,4,1,6,30,5,1,1,1
351468,0.6448293958,60,2,1,1,1,5,10,1,0,0,1
121311,1.5181610514,28,1,1,2,2,4,10,1,0,0,1
283992,1.2537845613,46,1,1,1,1,5,220,3,3,3,3
281086,1.9350439613,26,1,1,1,1,4,220,4,2,2,3
358348,2.7117121343,26,1,1,1,1,4,230,3,2,2,2
441182,0.2932601762,13,1,1,5,2,1,220,4,3,3,4
270671,2.5651844022,24,1,1,1,1,4,210,2,1,1,1
426537,0.5883652989,58,1,2,1,1,5,210,2,2,2,1
354495,2.1239445092,40,1,2,1,2,4,220,6,0,0,2
344109,5.3258073305,27,1,1,1,1,4,210,2,0,0,1
341315,1.5857356611,50,1,1,1,1,5,10,1,2,2,1
310533,0.5117736552,78,2,3,4,2,6,10,1,0,0,1
443757,1.3017737414,53,2,2,1,1,5,220,3,3,3,2
337357,1.0323304983,57,1,4,1,1,5,210,2,2,2,1
327064,0.5117370992,57,2,4,1,1,5,10,1,1,1,1
420214,1.2881650591,50,2,4,2,1,5,10,1,0,0,1
443571,4.1431262174,27,2,2,2,2,4,220,4,1,1,2
281354,1.402973821,62,1,2,4,1,5,220,5,2,2,1
349282,1.6149053645,21,1,1,1,1,3,220,4,3,3,3
262855,3.5808020951,24,1,1,1,1,4,30,2,1,1,2
322521,1.4926349158,81,2,3,4,1,6,10,1,1,1,1
249529,1.1377160372,13,1,1,5,2,1,220,6,2,2,4
137143,0.7687534158,41,2,2,1,1,4,220,3,0,0,1
421582,0.4803511834,37,2,2,2,1,4,220,4,2,2,2
247248,1.6162980284,86,1,3,4,1,6,10,1,0,0,1
353548,0.7431756624,42,1,2,1,1,4,220,3,1,1,2
427445,2.0639636299,14,1,1,5,2,1,220,4,1,1,3
431114,1.2214211033,58,1,2,1,1,5,220,4,3,3,1
270728,4.0735115299,38,1,2,1,1,4,220,4,2,2,2
452141,2.278897417,43,1,2,1,1,4,220,3,1,1,1
153421,0.5605996465,46,1,2,1,1,5,220,5,2,2,2
248195,0.938681481,61,1,2,1,1,5,220,4,3,3,1
326898,2.9674706565,12,1,1,5,2,1,220,4,2,2,4
327837,0.8605693084,72,1,2,1,1,6,210,2,1,1,1
336559,0.6613867882,54,2,4,1,1,5,10,1,1,1,1
285281,1.1746468112,54,1,4,1,1,5,10,1,1,1,1
422792,2.1568303464,63,1,4,1,1,5,10,1,1,1,1
272353,4.0364726884,82,2,1,4,1,6,10,1,0,0,1
140712,4.0705828512,49,1,2,1,1,5,220,4,1,1,1
438784,1.4154466428,43,2,1,1,1,4,220,4,1,1,2
356469,1.6759643572,14,1,1,5,2,1,220,5,1,1,4
354708,2.2900194418,35,1,2,1,1,4,220,4,0,0,2
455728,1.3970319691,44,1,2,1,1,5,220,4,1,1,1
118857,2.4096728836,43,1,2,1,1,4,10,1,1,1,1
142745,0.4754868248,34,1,1,1,1,4,220,4,2,2,1
311112,0.703452104,40,1,2,1,1,4,220,3,2,2,1
254361,0.9617917118,26,1,1,1,1,4,220,6,1,1,3
426229,2.4288140992,21,1,1,3,1,3,220,3,0,0,3
358486,0.7362277591,55,1,2,2,1,5,220,3,0,0,1
266647,1.3617434741,46,2,1,1,1,5,210,2,0,0,2
457897,2.1592089301,42,2,2,1,1,4,220,4,1,1,2
115332,2.8298897727,57,2,4,2,2,5,10,1,0,0,1
150093,1.4883459657,44,2,1,1,1,5,10,1,1,1,1
442457,1.0153476538,58,1,1,1,1,5,10,1,1,1,1
434455,1.6585160798,32,1,2,1,1,4,220,4,1,1,1
131251,2.2718390142,51,2,1,1,1,5,210,2,2,2,2
412095,2.2282754629,28,1,1,1,1,4,210,2,2,2,2
450656,1.0686559877,17,2,1,3,2,2,220,3,1,1,3
134707,0.586611118,73,2,2,4,1,6,210,2,1,1,2
257618,2.7102429692,24,2,1,1,1,4,30,3,0,0,3
136851,0.9229338642,29,2,1,2,1,4,210,2,1,1,2
411766,0.2404597736,9,1,1,5,2,1,220,8,2,2,8
330594,1.1116259912,80,1,2,1,1,6,210,2,3,3,1
350683,1.0418056924,53,1,1,1,1,5,220,4,3,3,1
111824,0.856840677,52,2,4,1,1,5,230,2,2,2,1
144133,1.3172919913,18,1,1,1,1,3,220,3,3,3,3
443632,0.5264038869,47,1,2,1,1,5,230,2,2,2,1
258183,3.5687825031,21,1,1,2,1,3,230,2,2,2,2
435335,2.6390179612,54,1,1,2,1,5,10,1,1,1,1
411601,0.5301576741,14,2,1,5,2,1,220,4,2,2,3
135198,1.680791143,26,2,1,1,1,4,210,2,1,1,2
242524,1.5931235481,6,2,1,5,2,1,220,4,1,1,3
425523,2.9561859551,41,2,1,1,1,4,10,1,1,1,1
412131,0.6507134961,9,1,1,5,2,1,220,4,3,3,4
252145,1.0208070425,44,2,4,1,1,5,230,3,0,0,1
255843,0.6423765628,52,1,4,1,1,5,10,1,2,2,1
420269,1.3237605148,51,1,2,1,1,5,220,3,2,2,1
347126,0.5334936311,62,1,2,1,1,5,210,2,1,1,1
446927,1.5703280695,54,1,2,1,1,5,210,2,2,2,2
278504,0.2899663576,43,1,2,1,1,4,220,4,1,1,1
415931,4.0545369224,34,1,4,1,1,4,10,1,0,0,1
340181,0.5184678008,37,2,2,1,1,4,220,4,0,0,2
419982,0.5418359603,79,2,1,4,1,6,10,1,0,0,1
326829,1.3078268447,37,1,1,1,1,4,220,3,0,0,1
275243,1.0289262324,31,2,2,1,1,4,220,4,1,1,1
348596,0.4375182045,56,1,2,1,1,5,220,4,4,4,1
118959,3.4922449207,37,1,1,1,1,4,210,2,0,0,2
250405,0.9316128386,43,1,1,1,1,4,10,1,1,1,1
316762,1.115628274,69,1,2,4,1,6,210,2,2,2,1
425972,1.777277486,71,2,2,4,1,6,210,2,1,1,1
275817,2.0244879343,68,1,1,4,1,6,10,1,0,0,1
439044,1.215709464,53,2,2,1,1,5,210,2,4,4,2
412415,0.2297186081,14,1,1,5,2,1,220,4,2,2,3
437151,3.3863294977,30,2,1,1,1,4,210,2,1,1,2
137745,1.4970009244,42,2,2,1,2,4,210,2,1,1,2
142094,2.8968425565,35,1,2,1,1,4,220,5,2,2,1
424167,0.2711732971,12,2,1,5,2,1,220,4,2,2,4
243334,1.5540928946,56,1,1,1,2,5,10,1,0,0,1
141132,2.5378109766,37,1,2,1,1,4,210,2,1,1,1
456925,0.6541751628,70,2,2,4,1,6,210,2,1,1,2
266109,1.0196134942,10,2,1,5,2,1,220,4,2,2,3
410364,1.186681286,48,2,2,1,1,5,220,4,3,3,2
418103,1.8644989766,41,2,2,2,1,4,220,4,2,2,2
269408,1.5608204231,52,1,2,1,1,5,10,1,1,1,1
450251,1.4093048251,58,2,4,1,1,5,230,2,2,2,1
338428,2.1181275276,50,2,1,1,2,5,10,1,0,0,1
144441,1.1765449794,69,2,3,4,2,6,10,1,0,0,1
439448,0.4826136164,39,1,1,1,1,4,220,4,1,1,2
156395,1.4639538635,51,1,2,1,1,5,220,5,2,2,1
244657,0.5557166959,66,1,2,4,1,6,210,2,1,1,2
339472,0.4400206272,17,1,1,1,2,2,220,6,5,5,6
256562,1.3027985103,55,2,2,2,2,5,220,3,0,0,2
241542,6.0665007301,19,2,1,1,1,3,230,6,1,1,3
276283,0.5265299656,54,2,2,1,1,5,210,2,2,2,2
142729,1.7277884573,85,1,2,4,1,6,210,2,1,1,1
441089,1.4144734298,25,2,2,1,1,4,220,4,1,1,2
284393,0.4251539721,78,2,2,4,1,6,210,2,1,1,2
246233,0.7052098388,57,1,1,2,2,5,10,1,0,0,1
283198,4.2505114394,51,2,4,1,1,5,220,3,1,1,1
286882,0.694534384,43,2,2,2,2,4,220,4,0,0,1
418741,2.9365391617,37,2,2,2,2,4,220,3,0,0,2
358776,1.1290478986,71,1,2,1,1,6,210,2,2,2,1
335132,0.8392106183,32,1,2,1,1,4,220,3,0,0,1
413745,1.6711551626,54,1,2,1,1,5,210,2,1,1,2
255281,1.1605512913,52,2,4,1,1,5,230,3,0,0,1
318341,1.5284526629,56,2,4,1,1,5,10,1,1,1,1
132243,0.8644204211,62,1,2,1,1,5,210,2,1,1,1
136981,1.4350184574,19,2,1,3,1,3,220,3,2,2,3
279334,1.7578446907,25,1,1,1,1,4,220,3,2,2,3
145818,0.5516397772,44,2,2,2,1,5,220,5,2,2,2
243272,1.837013752,36,2,1,1,1,4,210,2,1,1,2
130419,1.6315986721,17,1,1,1,2,2,220,5,1,1,3
275243,1.0289262324,31,2,2,1,1,4,220,4,1,1,1
323024,1.2945755454,19,2,1,3,2,3,220,6,1,1,5
278191,1.0246607573,38,2,2,1,1,4,220,3,3,3,2
272291,0.4577930759,11,2,1,5,2,1,220,4,1,1,3
328262,1.9133223081,55,1,2,1,1,5,220,4,1,1,1
441982,0.4178389008,61,2,1,2,1,5,230,2,1,1,2
344799,1.7946238037,40,1,2,1,1,4,220,4,2,2,1
417214,1.6379140688,42,2,4,1,1,4,230,3,1,1,1
126672,1.4217329054,80,1,3,1,1,6,10,1,0,0,1
260593,0.8102792277,19,2,1,1,2,3,220,4,3,3,4
149314,2.3390940265,27,1,1,1,2,4,220,4,2,2,3
434526,0.5091642562,59,1,2,1,1,5,210,2,2,2,1
430995,0.7673148501,78,2,2,4,2,6,210,2,1,1,2
245761,0.8339587847,40,2,1,1,1,4,220,3,1,1,2
124059,4.5879044976,62,1,3,1,1,5,10,1,2,2,1
326342,1.1132780999,20,2,1,1,2,3,220,5,1,1,4
118052,1.4575976653,53,1,2,1,1,5,220,4,2,2,1
427722,0.9423521719,33,1,1,1,1,4,220,3,0,0,2
245525,2.0793385769,74,2,4,4,1,6,10,1,0,0,1
250194,1.7712851696,33,2,2,1,1,4,220,4,2,2,2
284943,0.7954084052,48,1,2,1,1,5,220,4,1,1,2
423797,1.3380962594,11,2,1,5,2,1,220,4,1,1,3
458268,4.5888276644,63,1,2,2,1,5,220,3,1,1,1
349276,0.7664165864,57,1,1,2,1,5,10,1,1,1,1
265054,0.8488390069,38,1,2,1,1,4,220,4,2,2,1
340906,3.6186014949,51,2,2,1,1,5,220,4,3,3,2
357536,0.6092613914,50,2,2,1,1,5,230,3,0,0,1
252273,1.3242713678,54,1,4,1,1,5,30,2,1,1,2
241216,1.5047497238,48,2,2,2,2,5,210,2,1,1,2
322195,0.8379027956,60,2,2,1,1,5,210,2,3,3,2
139555,0.9465071766,61,2,4,1,1,5,10,1,1,1,1
250152,0.8340932906,13,1,1,5,2,1,220,5,2,2,3
359173,3.5527144105,34,2,2,1,1,4,220,4,2,2,2
154423,1.6208070724,52,1,2,2,1,5,220,6,1,1,1
451689,0.2267302786,63,1,2,1,1,5,220,3,2,2,1
341189,2.12470501,11,1,1,5,2,1,220,4,1,1,3
137998,3.7377752432,46,1,1,1,1,5,220,3,1,1,1
435126,0.7255679797,69,1,4,4,2,6,10,1,0,0,1
242505,1.6743598276,59,1,2,1,1,5,210,2,1,1,2
135149,0.8274419727,12,2,1,5,2,1,220,4,1,1,3
145182,3.0028739033,89,2,3,4,1,6,10,1,0,0,1
129499,3.7747810298,54,2,2,2,2,5,10,1,0,0,1
424506,0.4753225058,14,2,1,5,2,1,220,4,1,1,4
158432,0.8297186625,45,1,2,1,1,5,220,5,4,4,1
280034,0.7489000591,60,2,2,1,1,5,210,2,2,2,2
263125,4.5925613123,63,2,4,1,1,5,10,1,1,1,1
449251,0.9863262512,83,2,3,4,1,6,10,1,1,1,1
288678,1.2173879463,51,1,2,1,1,5,220,4,1,1,2
154891,2.3714059648,38,2,2,1,1,4,220,3,2,2,1
264875,3.7720545897,35,1,1,1,1,4,10,1,0,0,1
240577,2.7931248304,47,1,2,1,1,5,220,3,1,1,1
127913,1.4322515105,7,2,1,5,2,1,220,4,1,1,3
141002,1.0344850155,13,1,1,5,2,1,220,4,2,2,4
459794,1.1232458109,32,1,2,1,1,4,220,4,1,1,1
124418,2.7480173723,26,2,1,1,1,4,10,1,1,1,1
418732,1.178510682,34,1,2,1,1,4,210,2,2,2,1
273292,0.499648264,22,2,1,1,1,3,220,4,2,2,4
352419,0.878546944,58,2,2,1,1,5,210,2,3,3,2
445135,0.7188876204,46,1,2,1,1,5,220,5,1,1,1
125675,3.8100269061,59,1,2,1,1,5,210,2,1,1,1
458246,2.9367246037,30,1,1,1,1,4,220,4,2,2,1
123293,0.5465317579,46,2,4,1,1,5,230,2,1,1,1
271382,0.7612916822,74,1,2,4,1,6,210,2,1,1,1
453969,0.5265378013,61,2,1,1,1,5,10,1,1,1,1
330135,1.7393678249,48,1,1,1,1,5,210,2,0,0,1
348052,1.6961759688,37,1,2,2,1,4,220,4,0,0,2
250239,3.0877729931,67,2,4,4,1,6,10,1,0,0,1
116121,2.8538565311,31,2,2,1,1,4,220,4,1,1,2
449096,1.3021725172,21,1,1,1,1,3,220,3,4,4,3
457906,0.5277483622,14,1,1,5,2,1,220,4,2,2,3
414764,0.4996301668,72,2,2,4,1,6,210,2,2,2,1
425174,1.3094081033,73,2,3,4,1,6,10,1,1,1,1
287604,2.243589608,60,1,4,1,1,5,210,2,2,2,1
415529,0.8761279553,32,2,2,2,2,4,220,4,1,1,2
131496,1.4980530011,74,2,2,4,1,6,210,2,2,2,1
251333,0.609836316,65,1,2,4,1,6,220,4,2,2,1
424864,0.4797922458,15,1,1,3,2,2,230,3,1,1,2
312205,1.0573401983,18,1,1,1,2,3,220,3,4,4,3
243312,2.5586954876,14,1,1,5,2,1,220,4,1,1,3
356553,4.5954082901,45,2,2,2,2,5,230,4,0,0,1
342115,0.8234610028,83,1,2,4,1,6,210,2,2,2,1
441416,3.0445699292,53,1,2,1,1,5,220,3,1,1,1
289908,0.4009838098,64,1,1,1,1,5,10,1,1,1,1
326005,0.8335240046,71,1,1,4,1,6,10,1,1,1,1
352135,1.5740581916,86,1,2,4,1,6,210,2,1,1,1
450082,2.1661379693,44,1,1,1,1,5,220,3,0,0,1
441633,0.3797377018,71,2,3,4,2,6,10,1,0,0,1
417912,0.4076814771,48,1,2,1,1,5,220,4,2,2,1
457089,0.5301681272,61,1,2,1,1,5,210,2,2,2,1
275541,1.101324788,12,1,1,5,2,1,220,4,1,1,4
340437,0.9147581186,42,1,4,1,1,4,220,4,2,2,1
314253,2.1410156192,41,1,1,1,2,4,10,1,0,0,1
156315,1.3255521306,60,1,2,1,1,5,210,2,1,1,1
146643,3.9283119152,26,2,2,1,1,4,30,3,4,4,3
456041,1.3133257773,39,2,2,1,1,4,220,5,1,1,2
143038,0.8742981316,49,1,2,1,1,5,220,4,2,2,1
264698,0.4218145491,54,1,2,1,1,5,10,1,1,1,1
312639,0.5711560808,34,2,2,2,1,4,30,6,2,2,3
281598,0.5621757928,11,2,1,5,2,1,220,4,2,2,3
439505,2.0713495055,40,2,2,2,1,4,30,6,2,2,1
129502,1.2955867898,38,1,2,1,1,4,220,5,2,2,1
338961,1.2725862772,29,2,2,1,1,4,210,2,1,1,2
281506,2.4238506345,18,2,1,2,2,3,220,3,2,2,3
119451,0.6158507755,10,2,1,5,2,1,30,6,1,1,4
117859,3.0392358211,27,2,1,1,1,4,210,2,2,2,2
445748,1.0743067792,42,1,1,1,1,4,220,4,2,2,2
134171,2.8302749704,34,2,1,1,1,4,10,1,1,1,1
260688,1.8515397271,7,2,1,5,2,1,220,4,0,0,3
443129,1.6231091201,40,1,2,1,1,4,220,4,1,1,1
454107,0.69610963,68,2,2,1,1,6,30,7,2,2,2
434694,0.6470514782,79,2,3,4,1,6,10,1,1,1,1
278018,1.5632572073,11,2,1,5,2,1,220,4,1,1,3
279335,2.5993346008,36,2,1,1,1,4,210,2,1,1,1
316817,2.4609617602,35,2,2,1,1,4,220,4,2,2,1
114511,1.0393179472,52,1,1,1,1,5,30,4,2,2,3
354835,1.1782201559,17,1,1,3,2,2,230,4,3,3,4
417159,1.201047608,52,1,2,1,1,5,220,4,4,4,2
139405,1.1530818637,82,2,3,4,1,6,10,1,1,1,1
452022,1.1284398486,36,2,1,1,1,4,210,2,1,1,2
354833,3.8499217463,7,2,1,5,2,1,220,5,1,1,5
245463,3.7964865086,39,2,2,1,1,4,220,5,1,1,2
355949,1.3825396591,40,1,1,1,1,4,220,4,1,1,1
452225,1.2534361538,66,2,2,1,1,6,210,2,2,2,2
412503,0.93765582,74,1,2,4,1,6,210,2,2,2,1
129395,2.6108680461,54,1,2,1,1,5,220,4,1,1,1
274291,0.3852816267,49,1,2,1,1,5,220,6,2,2,1
350245,1.5249630871,83,2,2,4,1,6,10,1,1,1,1
262379,0.9836093166,19,2,1,1,2,3,30,3,2,2,3
267405,2.8160897844,50,1,1,1,1,5,30,3,1,1,1
456092,0.8725868507,37,1,2,1,2,4,210,2,1,1,1
111184,1.2831632563,37,2,2,1,1,4,220,4,0,0,2
455182,1.0512675958,35,1,1,2,1,4,210,2,1,1,1
146344,1.2098287177,77,1,2,4,1,6,220,3,1,1,1
153839,0.9988883853,28,1,1,1,1,4,220,4,2,2,2
122617,0.2760594774,48,1,2,1,1,5,220,4,2,2,1
326506,1.7336908198,58,2,2,1,1,5,210,2,1,1,1
268022,2.2019844369,63,2,2,2,1,5,210,2,1,1,2
116405,3.3801525136,8,1,1,5,2,1,30,5,2,2,5
259566,1.6164231421,57,2,2,3,1,5,220,3,2,2,2
428725,0.5474434975,18,2,1,3,2,3,220,4,2,2,4
280175,1.1766480235,52,1,2,1,1,5,220,4,2,2,1
436194,0.7340784483,33,1,1,2,1,4,220,3,2,2,3
123476,1.0837645111,73,1,2,4,1,6,220,3,2,2,1
250557,0.4296121035,77,1,2,4,1,6,210,2,1,1,1
359112,0.290141799,63,1,2,1,1,5,210,2,2,2,1
244825,1.3230364691,59,1,2,1,1,5,210,2,3,3,2
455208,1.4327270405,9,1,1,5,2,1,220,5,3,3,3
273686,1.5560279753,47,2,2,1,1,5,220,5,2,2,1
459544,3.12326337,21,1,1,2,1,3,220,3,2,2,3
286942,1.2014635834,7,1,1,5,2,1,220,5,2,2,3
340012,1.8039572616,62,1,2,1,1,5,210,2,1,1,1
352621,1.6508057821,49,2,2,1,1,5,220,5,1,1,1
146408,1.3460112294,34,2,2,1,1,4,210,2,3,3,1
433455,4.2356468785,66,2,4,4,2,6,10,1,0,0,1
281183,2.8813137969,38,1,2,2,1,4,220,3,1,1,2
248909,1.2092766817,34,1,1,1,1,4,10,1,2,2,1
414729,0.7741979207,91,1,2,4,1,6,210,2,2,2,1
331833,1.860718377,44,2,2,1,1,5,210,2,0,0,1
152133,0.7623721543,17,2,1,3,2,2,230,3,1,1,3
269558,0.3306954217,51,1,2,1,1,5,220,3,3,3,1
348373,2.6206388154,35,2,1,1,1,4,210,2,2,2,1
348704,1.7245749778,46,2,4,1,1,5,220,3,2,2,2
263693,1.0947761855,18,2,1,1,2,3,230,2,1,1,2
325591,1.04817238,34,2,2,2,1,4,220,4,1,1,2
262918,0.8933322892,51,1,2,1,1,5,220,5,2,2,1
119872,1.0092434092,24,2,1,1,1,4,210,2,2,2,1
329535,1.3049026733,75,1,4,4,2,6,210,2,1,1,2
154092,0.6002647671,45,1,1,1,1,5,210,2,2,2,1
264004,0.5003674911,34,2,2,1,1,4,220,4,2,2,1
112843,1.2885963001,43,2,2,1,1,4,230,3,1,1,1
453698,0.705254564,10,1,1,5,2,1,220,4,1,1,3
129627,4.2158815184,53,2,4,1,1,5,230,3,1,1,1
133427,4.1101985811,44,1,2,1,1,5,220,4,1,1,1
138246,2.0976572461,34,2,1,1,1,4,30,2,0,0,1
135768,1.5202246526,77,2,4,4,1,6,10,1,0,0,1
248058,0.6148879752,50,2,4,1,1,5,10,1,0,0,1
435871,0.8997346012,18,2,1,1,2,3,230,3,1,1,2
453103,1.6583007765,81,1,3,4,1,6,10,1,1,1,1
275563,2.7384375809,22,1,1,1,1,3,220,3,4,4,3
146929,1.812062201,68,1,4,4,1,6,10,1,1,1,1
267645,0.9287538311,78,2,4,4,2,6,10,1,0,0,1
156323,5.8440732253,25,1,1,1,2,4,220,4,2,2,4
121653,1.9041926384,25,1,1,1,1,4,210,2,1,1,1
